operation,bucket_name,requester,remoteip,requestdatetime,key,request_uri,errorcode,c
REST.HEAD.OBJECT,americanexpressdownload,-,135.181.154.239,04/Nov/2022:02:36:47 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-27/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-27/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,usaaproduction,-,135.181.38.135,04/Nov/2022:07:13:28 +0000,update_2022_chargeback_1667303101/2022-08/2022-08-10/transactions.zip,"""HEAD /update_2022_chargeback_1667303101/2022-08/2022-08-10/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,goldmansachsgroupdownload,-,54.85.129.133,03/Nov/2022:15:03:14 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.OBJECT,americanexpressproduction,-,139.71.144.2,10/Nov/2022:23:29:46 +0000,secure-encryption-ssh-quickstart-16681050002.txt,"""GET /secure-encryption-ssh-quickstart-16681050002.txt HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-25/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-25/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressproduction,-,176.65.80.75,21/Oct/2022:14:36:48 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-15/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-15/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,usaadownload,-,54.85.129.133,05/Oct/2022:13:09:29 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.BUCKET,goldmansachsgroupdownload,-,54.85.129.133,07/Nov/2022:15:39:35 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.BUCKET,americanexpressproduction,-,54.85.129.133,07/Oct/2022:15:53:07 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.OBJECT,usaadownload,-,65.108.156.240,04/Nov/2022:02:34:48 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-15/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-15/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,goldmansachsgroupdownload,-,54.85.129.133,07/Oct/2022:15:54:18 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressproduction,-,194.233.174.151,07/Nov/2022:21:58:02 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,goldmansachsgroupproduction,-,54.85.129.133,29/Oct/2022:18:38:42 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-08/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-08/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,usaadownload,-,65.108.156.240,04/Nov/2022:02:34:48 +0000,update_2022_chargeback_1667299501/2022-09/2022-09-19/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-09/2022-09-19/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.OBJECT,americanexpressproduction,-,139.71.144.2,10/Nov/2022:18:37:42 +0000,favicon.ico,"""GET /favicon.ico HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,usaadownload,-,65.108.156.240,04/Nov/2022:02:34:48 +0000,update_2022_chargeback_1667299501/2022-09/2022-09-03/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-09/2022-09-03/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.OBJECT,americanexpressdownload,-,73.227.26.114,10/Nov/2022:18:36:10 +0000,update_2022_chargeback_1668026702/2022-09/2022-09-24/transactions.zip,"""GET /update_2022_chargeback_1668026702/2022-09/2022-09-24/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,americanexpressdownload,-,135.181.154.239,04/Nov/2022:02:36:47 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-24/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-24/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressproduction,-,69.146.98.242,10/Nov/2022:22:00:56 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.BUCKET,usaaproduction,-,20.81.46.95,07/Nov/2022:15:44:52 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.GET.OBJECT,americanexpressdownload,-,73.227.26.114,10/Nov/2022:18:36:40 +0000,secure-encryption-ssh-quickstart-1668025801.txt,"""GET /secure-encryption-ssh-quickstart-1668025801.txt HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressdownload,-,18.196.2.154,14/Oct/2022:22:01:26 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,americanexpressdownload,-,152.39.223.131,13/Nov/2022:10:38:38 +0000,-,"""HEAD / HTTP/1.1""",-,1
REST.GET.BUCKET,americanexpressproduction,-,45.79.120.243,15/Oct/2022:21:54:59 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.OBJECT,americanexpressproduction,-,139.71.144.3,11/Nov/2022:23:23:26 +0000,secure-encryption-ssh-quickstart-1668105001.txt,"""GET /secure-encryption-ssh-quickstart-1668105001.txt HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressdownload,-,18.195.212.122,25/Oct/2022:22:01:20 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.OBJECT,americanexpressproduction,-,180.245.182.87,27/Oct/2022:04:46:35 +0000,favicon.ico,"""GET /favicon.ico HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressproduction,-,18.134.205.105,18/Oct/2022:22:07:06 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,americanexpressproduction,-,54.85.129.133,03/Oct/2022:03:39:22 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.BUCKET,goldmansachsgroupdownload,-,54.85.129.133,27/Oct/2022:14:09:16 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressdownload,-,13.41.81.255,27/Oct/2022:10:17:54 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.BUCKET,usaaproduction,-,20.81.46.95,02/Nov/2022:16:34:20 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.HEAD.BUCKET,usaaproduction,-,54.85.129.133,27/Oct/2022:14:12:17 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.OBJECT,usaadownload,-,65.108.156.240,04/Nov/2022:02:34:48 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-26/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-26/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,americanexpressdownload,-,178.171.64.17,31/Oct/2022:18:49:52 +0000,-,"""HEAD / HTTP/1.1""",-,1
REST.HEAD.OBJECT,usaadownload,-,65.108.156.240,04/Nov/2022:02:34:48 +0000,update_2022_chargeback_1667299501/2022-09/2022-09-20/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-09/2022-09-20/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,usaadownload,-,65.108.156.240,04/Nov/2022:02:34:48 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-05/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-05/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,usaaproduction,-,135.181.38.135,04/Nov/2022:07:13:29 +0000,update_2022_chargeback_1667303101/2022-10/2022-10-19/transactions.zip,"""HEAD /update_2022_chargeback_1667303101/2022-10/2022-10-19/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.OBJECT,usaaproduction,-,104.5.153.250,01/Nov/2022:20:29:41 +0000,favicon.ico,"""GET /favicon.ico HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,usaaproduction,-,135.181.38.135,04/Nov/2022:07:13:28 +0000,update_2022_chargeback_1667303101/2022-08/2022-08-03/transactions.zip,"""HEAD /update_2022_chargeback_1667303101/2022-08/2022-08-03/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,americanexpressdownload,-,135.181.154.239,04/Nov/2022:02:36:47 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-06/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-06/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressproduction,-,34.91.114.35,06/Nov/2022:22:00:30 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-28/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-28/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressdownload,-,139.144.67.41,10/Nov/2022:10:17:28 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.OBJECT,americanexpressdownload,-,135.181.154.239,04/Nov/2022:02:36:47 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-18/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-18/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.OBJECT,americanexpressproduction,-,139.71.144.6,10/Nov/2022:18:39:16 +0000,favicon.ico,"""GET /favicon.ico HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-09/2022-09-22/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-09/2022-09-22/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,goldmansachsgroupproduction,-,54.85.129.133,05/Oct/2022:13:06:31 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,usaaproduction,-,20.81.46.95,09/Nov/2022:21:30:42 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.GET.BUCKET,americanexpressproduction,-,194.195.113.104,12/Nov/2022:21:58:03 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-22/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-22/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressproduction,-,194.195.93.67,06/Oct/2022:18:50:08 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,goldmansachsgroupdownload,-,54.85.129.133,11/Nov/2022:22:30:08 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressdownload,-,3.101.130.53,13/Nov/2022:21:55:17 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,usaadownload,-,178.171.45.103,05/Nov/2022:11:09:17 +0000,-,"""HEAD / HTTP/1.1""",-,1
REST.GET.BUCKET,americanexpressdownload,-,34.147.45.227,18/Oct/2022:22:08:00 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,americanexpressproduction,-,54.85.129.133,13/Nov/2022:14:41:21 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressdownload,-,192.175.111.240,05/Oct/2022:22:54:14 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.BUCKET,usaaproduction,-,20.81.46.95,07/Nov/2022:15:44:41 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.BUCKET,americanexpressproduction,-,176.65.80.75,21/Oct/2022:14:36:47 +0000,-,"""GET / HTTP/1.1""",TemporaryRedirect,1
REST.GET.BUCKET,americanexpressdownload,-,64.15.129.102,04/Oct/2022:22:07:31 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,americanexpressdownload,-,54.85.129.133,07/Oct/2022:13:24:43 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressproduction,-,139.71.200.18,10/Nov/2022:18:38:35 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.OBJECT,usaadownload,-,65.108.156.240,04/Nov/2022:02:34:48 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-07/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-07/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,usaaproduction,-,54.85.129.133,05/Oct/2022:13:09:31 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.BUCKET,usaadownload,-,54.85.129.133,07/Oct/2022:15:56:39 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressproduction,-,54.193.127.76,13/Nov/2022:10:17:25 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-09/2022-09-18/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-09/2022-09-18/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressdownload,-,35.195.244.166,06/Oct/2022:21:57:50 +0000,-,"""GET /?encoding-type=url HTTP/1.1""",-,1
REST.HEAD.BUCKET,goldmansachsgroupdownload,-,54.85.129.133,11/Oct/2022:17:53:04 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.BUCKET,goldmansachsgroupproduction,-,54.85.129.133,03/Oct/2022:03:39:14 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-21/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-21/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,goldmansachsgroupproduction,-,54.85.129.133,11/Oct/2022:17:53:06 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressproduction,-,167.99.116.52,21/Oct/2022:12:48:27 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.GET.BUCKET,americanexpressproduction,-,69.165.113.98,07/Oct/2022:04:53:55 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.GET.BUCKET,usaaproduction,-,20.81.46.95,07/Nov/2022:15:44:24 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,usaaproduction,-,54.85.129.133,13/Oct/2022:14:04:26 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-09/2022-09-13/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-09/2022-09-13/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,americanexpressdownload,-,185.202.31.165,12/Oct/2022:20:59:23 +0000,-,"""HEAD / HTTP/1.1""",-,1
REST.GET.BUCKET,americanexpressproduction,-,194.195.113.104,10/Nov/2022:07:02:36 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,goldmansachsgroupdownload,-,54.85.129.133,21/Oct/2022:20:52:29 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-06/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-06/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,goldmansachsgroupproduction,-,54.85.129.133,17/Oct/2022:14:09:43 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressdownload,-,34.254.89.168,11/Nov/2022:10:17:21 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.BUCKET,americanexpressdownload,-,18.196.224.108,27/Oct/2022:10:17:55 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.OBJECT,americanexpressdownload,-,135.181.154.239,04/Nov/2022:02:36:47 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-13/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-13/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,americanexpressdownload,-,54.85.129.133,29/Oct/2022:18:37:05 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressproduction,-,69.165.113.98,07/Oct/2022:04:52:34 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.GET.BUCKET,americanexpressdownload,-,3.125.115.219,29/Oct/2022:10:17:15 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.BUCKET,americanexpressdownload,-,3.8.93.34,05/Nov/2022:10:17:13 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.BUCKET,americanexpressproduction,-,13.56.78.102,31/Oct/2022:10:17:21 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,goldmansachsgroupproduction,-,54.85.129.133,09/Oct/2022:16:25:44 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.BUCKET,americanexpressproduction,-,54.85.129.133,29/Oct/2022:18:37:10 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressdownload,-,18.184.2.33,07/Nov/2022:21:58:00 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.BUCKET,americanexpressdownload,-,54.85.129.133,01/Nov/2022:20:21:59 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.BUCKET,goldmansachsgroupproduction,-,54.85.129.133,25/Oct/2022:14:33:23 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.BUCKET,usaadownload,-,54.85.129.133,01/Nov/2022:20:25:25 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressdownload,-,172.105.130.247,14/Nov/2022:21:55:43 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-31/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-31/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,goldmansachsgroupproduction,-,54.85.129.133,31/Oct/2022:13:53:25 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,usaaproduction,-,47.197.45.70,01/Nov/2022:20:34:37 +0000,-,"""GET / HTTP/1.1""",TemporaryRedirect,1
REST.GET.BUCKET,americanexpressproduction,-,194.195.93.67,06/Oct/2022:18:50:42 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.HEAD.OBJECT,usaaproduction,-,135.181.38.135,04/Nov/2022:07:13:28 +0000,update_2022_chargeback_1667303101/2022-08/2022-08-05/transactions.zip,"""HEAD /update_2022_chargeback_1667303101/2022-08/2022-08-05/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,usaadownload,-,65.108.156.240,04/Nov/2022:02:34:48 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-06/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-06/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,americanexpressdownload,-,135.181.154.239,04/Nov/2022:02:36:47 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-03/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-03/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressproduction,-,69.165.113.98,07/Oct/2022:04:51:59 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.HEAD.BUCKET,goldmansachsgroupproduction,-,54.85.129.133,07/Nov/2022:15:39:38 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-19/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-19/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,americanexpressdownload,-,135.181.154.239,04/Nov/2022:02:36:47 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-30/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-30/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressproduction,-,167.99.116.52,21/Oct/2022:12:48:11 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.GET.OBJECT,americanexpressproduction,-,139.71.200.18,10/Nov/2022:18:45:39 +0000,1234,"""GET /1234 HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,americanexpressproduction,-,135.181.145.25,04/Nov/2022:02:08:55 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-09/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-09/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,usaaproduction,-,135.181.38.135,04/Nov/2022:07:13:29 +0000,update_2022_chargeback_1667303101/2022-10/2022-10-03/transactions.zip,"""HEAD /update_2022_chargeback_1667303101/2022-10/2022-10-03/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.OBJECT,americanexpressdownload,-,135.181.154.239,04/Nov/2022:02:36:47 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-17/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-17/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.BUCKET,americanexpressproduction,-,34.91.251.136,20/Oct/2022:21:57:14 +0000,-,"""GET / HTTP/1.1""",-,1
REST.HEAD.OBJECT,americanexpressdownload,-,135.181.154.239,04/Nov/2022:02:36:47 +0000,update_2022_chargeback_1667299501/2022-08/2022-08-04/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-08/2022-08-04/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.GET.OBJECT,usaaproduction,-,47.197.45.70,09/Nov/2022:22:13:30 +0000,favicon.ico,"""GET /favicon.ico HTTP/1.1""",NoSuchKey,1
REST.GET.OBJECT,americanexpressproduction,-,54.80.212.1,10/Nov/2022:18:39:07 +0000,secure-encryption-ssh-quickstart-1668105001.txt,"""GET /secure-encryption-ssh-quickstart-1668105001.txt HTTP/1.1""",-,1
REST.GET.BUCKET,americanexpressproduction,-,176.65.80.75,21/Oct/2022:14:41:43 +0000,-,"""GET / HTTP/1.1""",TemporaryRedirect,1
REST.HEAD.OBJECT,usaaproduction,-,135.181.38.135,04/Nov/2022:07:13:28 +0000,update_2022_chargeback_1667303101/2022-08/2022-08-28/transactions.zip,"""HEAD /update_2022_chargeback_1667303101/2022-08/2022-08-28/transactions.zip HTTP/1.1""",NoSuchKey,1
REST.HEAD.BUCKET,americanexpressproduction,-,54.85.129.133,11/Nov/2022:14:52:08 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressproduction,-,69.165.113.98,07/Oct/2022:04:53:41 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.GET.BUCKET,americanexpressdownload,-,34.90.243.77,24/Oct/2022:22:47:12 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.BUCKET,usaaproduction,-,20.81.46.95,07/Nov/2022:15:46:07 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.HEAD.BUCKET,americanexpressdownload,-,54.85.129.133,11/Nov/2022:14:52:05 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.BUCKET,goldmansachsgroupdownload,-,54.85.129.133,13/Oct/2022:14:00:30 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,americanexpressproduction,-,194.233.165.181,27/Oct/2022:10:17:57 +0000,-,"""GET / HTTP/1.1""",-,1
REST.GET.BUCKET,usaaproduction,-,20.81.46.95,09/Nov/2022:21:29:28 +0000,-,"""GET / HTTP/1.1""",TemporaryRedirect,1
REST.HEAD.BUCKET,goldmansachsgroupdownload,-,54.85.129.133,03/Oct/2022:03:39:10 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.GET.BUCKET,usaaproduction,-,20.81.46.95,02/Nov/2022:16:33:10 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.GET.BUCKET,usaaproduction,-,20.81.46.95,01/Nov/2022:20:16:32 +0000,-,"""GET / HTTP/1.1""",PermanentRedirect,1
REST.GET.OBJECT,americanexpressproduction,-,139.71.200.18,10/Nov/2022:18:44:21 +0000,secure-encryption-ssh-quickstart-1668105001.txt,"""GET /secure-encryption-ssh-quickstart-1668105001.txt HTTP/1.1""",-,1
REST.HEAD.BUCKET,usaaproduction,-,54.85.129.133,03/Oct/2022:15:57:44 +0000,-,"""HEAD / HTTP/1.1""",AuthorizationHeaderMalformed,1
REST.HEAD.OBJECT,usaadownload,-,65.108.156.240,04/Nov/2022:02:34:48 +0000,update_2022_chargeback_1667299501/2022-10/2022-10-24/transactions.zip,"""HEAD /update_2022_chargeback_1667299501/2022-10/2022-10-24/transactions.zip HTTP/1.1""",NoSuchKey,1
